Ticker,Company,ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level,CDP Score,Sustainability Score,title,quote,current_price,day_range,year_range,market_cap,revenue,website,net_income,news1,news2
UNH,UnitedHealth Group,18,0,11.6,5.9,3,B,53,UnitedHealth Group Inc,UNH:NYSE,$486.70 ,$484.14 - $489.82,$445.68 - $558.10,450.83B USD,92.90B,unitedhealthgroup.com,5.47B,https://finance.yahoo.com/news/unitedhealth-group-incorporateds-nyse-unh-120155699.html,https://beststocks.com/unitedhealth-group-receives-positive-recommendatio/
UHS,Universal Health Services,33,3.7,20.7,8.6,3,-,31,"Universal Health Services, Inc.",UHS:NYSE,$126.14 ,$125.17 - $127.54,$82.50 - $158.57,8.75B USD,3.55B,uhs.com,171.31M,https://www.marketbeat.com/instant-alerts/nyse-uhs-sec-filing-2023-09-17/,https://www.marketbeat.com/instant-alerts/nyse-uhs-sec-filing-2023-09-15/
VLO,Valero Energy,30,18.2,7.2,4.7,2,D,40,Valero Energy Corporation,VLO:NYSE,$143.68 ,$143.08 - $145.31,$97.73 - $150.39,50.74B USD,33.06B,valero.com,1.94B,https://www.reuters.com/markets/deals/valero-energy-authorizes-share-repurchase-up-25-bln-2023-09-15/,https://www.marketwatch.com/story/valeros-board-authorizes-share-buyback-of-up-to-2-5-billion-6b2fb542
VTR,Ventas,13,2.8,4.3,5.7,0,A,37,"Ventas, Inc.",VTR:NYSE,$44.62 ,$43.87 - $44.65,$35.33 - $53.15,17.95B USD,1.10B,ventasreit.com,103.45M,https://www.marketbeat.com/instant-alerts/nyse-vtr-sec-filing-2023-09-15/,https://beststocks.com/ventas-nyse-vtr-analyzing-the-intersection-of/
VRSN,Verisign,21,4.7,10.8,5.9,1,-,13,"Verisign, Inc.",VRSN:NASDAQ,$200.72 ,$200.04 - $202.61,$169.24 - $229.72,20.70B USD,372.00M,verisign.com,185.70M,https://www.investorsobserver.com/news/stock-update/where-does-verisign-inc-vrsn-stock-fall-in-the-software-infrastructure-field-after-it-is-lower-by-2-83-this-week,https://beststocks.com/prelude-capital-management-llc-acquires-stake-in-v/
VRSK,Verisk,19,0.1,13.5,5.7,1,B,40,"Verisk Analytics, Inc.",VRSK:NASDAQ,$245.65 ,$244.51 - $247.80,$162.94 - $249.26,35.63B USD,675.00M,verisk.com,196.90M,https://www.marketwatch.com/data-news/verisk-analytics-inc-stock-outperforms-market-on-strong-trading-day-59d08974-9ed4a1b8bc1d,https://beststocks.com/macquarie-group-ltd-increases-investment-in-veris/
VZ,Verizon,18,3.9,8.9,5.7,3,B,53,Verizon Communications Inc.,VZ:NYSE,$33.79 ,$33.66 - $34.17,$31.25 - $42.58,142.05B USD,32.60B,verizon.com,4.65B,https://finance.yahoo.com/news/verizon-communications-inc-nyse-vz-120031063.html,https://www.marketwatch.com/data-news/verizon-communications-inc-stock-rises-thursday-still-underperforms-market-3bd82c26-4f1de1daefe9
VRTX,Vertex Pharmaceuticals,23,0.8,15.4,6.7,2,B,48,Vertex Pharmaceuticals Incorporated,VRTX:NASDAQ,$348.90 ,$348.07 - $352.75,$276.57 - $367.00,90.05B USD,2.49B,vrtx.com,915.70M,https://beststocks.com/the-impressive-growth-of-vertex-pharmaceutica/,https://beststocks.com/level-four-advisory-services-llc-reduces-stake-in/
VFC,VF Corporation,13,0.9,6.9,5.1,2,A,51,VF Corp,VFC:NYSE,$18.16 ,$17.95 - $18.38,$16.77 - $40.56,7.06B USD,2.09B,vfc.com,-57.42M,https://www.marketbeat.com/instant-alerts/nyse-vfc-consensus-analyst-rating-2023-09-15/,-
VTRS,Viatris,0,0,0,0,0,-,0,Viatris Inc,VTRS:NASDAQ,$9.77 ,$9.70 - $9.87,$8.42 - $12.40,11.72B USD,3.92B,viatris.com,264.00M,https://beststocks.com/an-intriguing-block-trade-13-million-shares-o/,https://fabrikbrands.com/viatris-logo-history-meaning-and-new-emblem/
VICI,Vici Properties,0,0,0,0,0,-,0,VICI Properties Inc,VICI:NYSE,$31.38 ,$31.21 - $31.48,$29.29 - $35.07,31.80B USD,898.16M,viciproperties.com,690.70M,-,-
V,Visa Inc.,16,0.7,7.8,7.5,3,A,58,Visa Inc,V:NYSE,$241.07 ,$240.03 - $244.10,$174.60 - $250.06,490.66B USD,8.12B,usa.visa.com,4.16B,https://www.barrons.com/articles/visa-falls-exchange-proposal-buy-opportunity-904279db,https://www.cnbc.com/2023/09/14/stocks-making-the-biggest-moves-midday-netflix-etsy-hp-visa-and-more.html
VMC,Vulcan Materials Company,29,15.6,4.6,8.9,2,D,39,Vulcan Materials Company,VMC:NYSE,$210.59 ,$209.27 - $214.82,$147.64 - $229.75,27.98B USD,2.11B,vulcanmaterials.com,308.60M,-,-
WAB,Wabtec,23,4.5,11.7,7,1,B,42,Westinghouse Air Brake Technologies Corp,WAB:NYSE,$107.69 ,$107.05 - $108.00,$79.33 - $119.70,19.29B USD,2.41B,wabteccorp.com,191.00M,https://www.marketwatch.com/data-news/wabtec-stock-falls-friday-still-outperforms-market-7320c378-17b977061c74,https://www.investors.com/ibd-data-stories/stocks-showing-improving-market-leadership-wabtec-earns-81-rs-rating/
WBA,Walgreens Boots Alliance,18,2,11.5,4.7,3,B,53,Walgreens Boots Alliance Inc,WBA:NASDAQ,$22.42 ,$22.14 - $22.64,$21.39 - $42.29,19.35B USD,35.42B,walgreensbootsalliance.com,118.00M,https://www.cnn.com/2023/09/01/business/walgreens-ceo-steps-down/index.html,https://investorplace.com/2023/09/3-dow-stocks-to-sell-in-september-before-they-crash-and-burn/
WMT,Walmart,25,4.4,13.9,6.3,4,C,57,Walmart Inc,WMT:NYSE,$164.64 ,$163.77 - $165.66,$128.07 - $165.85,443.14B USD,161.63B,stock.walmart.com,7.89B,https://www.thestreet.com/retailers/walmart-ceo-shares-disappointing-news-for-customers,https://www.businessinsider.com/walmart-wants-associates-do-more-deliveries-spark-drivers-gig-work-2023-9
WBD,Warner Bros. Discovery,0,0,0,0,0,C,22,Warner Bros Discovery Inc,WBD:NASDAQ,$11.84 ,$11.69 - $12.18,$8.82 - $16.34,28.86B USD,10.36B,ir.wbd.com,-1.24B,https://www.cnbc.com/2023/09/05/stocks-making-the-biggest-moves-midday-hal-wbd-orcl.html,https://www.barrons.com/articles/stock-market-movers-10ab3ad6
WM,Waste Management,17,8.2,5.2,3.3,2,B,46,"Waste Management, Inc.",WM:NYSE,$160.48 ,$160.37 - $161.95,$148.31 - $173.71,65.00B USD,5.12B,wm.com,615.00M,https://www.marketwatch.com/data-news/waste-management-inc-stock-outperforms-competitors-despite-losses-on-the-day-4ad32de2-09c0983750bc,https://beststocks.com/ameriprise-financial-inc-increases-stake-in-waste/
WAT,Waters Corporation,17,1.4,9.4,6.2,0,B-,30,Waters Corporation,WAT:NYSE,$275.80 ,$268.19 - $295.95,$248.18 - $353.71,16.30B USD,740.58M,waters.com,150.55M,https://www.marketwatch.com/data-news/waters-corp-stock-outperforms-competitors-on-strong-trading-day-ed50b4a2-d2416099fcad,-
WEC,WEC Energy Group,27,14.7,7.4,5.3,1,C,37,WEC Energy Group Inc,WEC:NYSE,$86.26 ,$86.19 - $87.53,$80.82 - $102.49,27.21B USD,1.83B,wecenergygroup.com,289.70M,https://www.marketwatch.com/data-news/wec-energy-group-inc-stock-rises-thursday-outperforms-market-135477fb-e04323eb1232,https://beststocks.com/analysis-of-wec-energy-groups-stock-and-financial/
WFC,Wells Fargo,33,1.9,15.4,15.5,5,A-,74,Wells Fargo & Co,WFC:NYSE,$42.95 ,$42.61 - $43.31,$35.25 - $48.84,157.14B USD,18.82B,wellsfargo.com,4.94B,https://finance.yahoo.com/news/wells-fargo-launches-stock-fractions-130000785.html,https://www.marketwatch.com/data-news/wells-fargo-co-stock-outperforms-market-on-strong-trading-day-2291d82-02b1be7786f6
WELL,Welltower,12,3.9,3.2,4.9,1,B,38,Welltower Inc,WELL:NYSE,$84.37 ,$83.82 - $85.16,$56.50 - $86.39,43.77B USD,1.65B,welltower.com,103.04M,-,-
WST,West Pharmaceutical Services,0,0,0,0,0,C,22,West Pharmaceutical Services Inc.,WST:NYSE,$394.18 ,$393.24 - $400.60,$206.19 - $415.73,29.11B USD,753.80M,westpharma.com,155.10M,-,-
WDC,Western Digital,11,1.5,3.9,6.1,1,B,38,Western Digital Corp,WDC:NASDAQ,$43.60 ,$43.28 - $43.84,$29.73 - $46.33,14.03B USD,2.67B,westerndigital.com,-715.00M,https://www.marketwatch.com/data-news/western-digital-corp-stock-outperforms-market-despite-losses-on-the-day-dda89c85-083c91964e17,https://www.marketbeat.com/instant-alerts/nasdaq-wdc-consensus-analyst-rating-2023-09-15/
WRK,WestRock,0,0,0,0,0,B,27,Westrock Co,WRK:NYSE,$36.53 ,$36.53 - $37.39,$26.84 - $39.30,9.37B USD,5.12B,westrock.com,202.00M,-,-
WY,Weyerhaeuser,18,10.5,3.3,3.8,2,B,47,Weyerhaeuser Co,WY:NYSE,$32.55 ,$32.47 - $32.86,$27.37 - $36.00,23.79B USD,2.00B,weyerhaeuser.com,230.00M,-,-
WHR,Whirlpool Corporation,16,4.8,7.1,4,2,B,46,Whirlpool Corporation,WHR:NYSE,$137.98 ,$134.35 - $138.08,$124.10 - $160.74,7.56B USD,4.79B,whirlpoolcorp.com,85.00M,https://finance.yahoo.com/news/whirlpool-whr-exhibits-bright-prospects-152500057.html,https://mintgenie.livemint.com/news/markets/whirlpool-of-india-share-price-today-live-updates-whirlpool-of-india-closed-today-at-span-class-webrupee-span-16414-down-06-from-yesterday-s-span-class-webrupee-span-165125-151694749949473
WMB,Williams Companies,24,10,10.4,3.1,2,B,49,Williams Companies Inc,WMB:NYSE,$34.34 ,$34.29 - $34.83,$27.80 - $35.46,41.77B USD,2.37B,williams.com,460.00M,https://beststocks.com/analysis-and-rating-of-the-williams-companies-inc/,https://beststocks.com/potential-growth-prospects-for-the-williams-compan/
WTW,Willis Towers Watson,19,0.1,8.7,9.8,2,-,19,Willis Towers Watson PLC,WTW:NASDAQ,$205.07 ,$204.76 - $207.06,$195.29 - $258.93,13.80B USD,2.16B,willistowerswatson.com,94.00M,https://www.marketwatch.com/data-news/willis-towers-watson-plc-stock-outperforms-market-despite-losses-on-the-day-e6d4b0bd-0c4723b78ccd,-
GWW,W. W. Grainger,15,3.4,5.5,5.7,1,A-,42,WW Grainger Inc,GWW:NYSE,$693.12 ,$690.83 - $698.34,$483.19 - $811.60,34.66B USD,4.18B,grainger.com,470.00M,https://www.marketwatch.com/data-news/w-w-grainger-inc-stock-outperforms-competitors-despite-losses-on-the-day-118ee45a-e54100332abb,https://www.investors.com/news/ww-grainger-trying-to-close-in-on-key-technical-benchmark/
WYNN,Wynn Resorts,26,3.5,12,11,3,-,28,"Wynn Resorts, Limited",WYNN:NASDAQ,$97.04 ,$96.59 - $99.46,$53.81 - $117.86,11.06B USD,1.60B,wynnresorts.com,105.18M,https://www.marketwatch.com/data-news/wynn-resorts-ltd-stock-outperforms-market-despite-losses-on-the-day-922c71a9-56819792c105,https://www.investorsobserver.com/news/stock-update/is-wynn-resorts-limited-wynn-stock-at-the-top-of-the-resorts-casinos-industry-4
XEL,Xcel Energy,24,12.9,6.8,4.2,2,-,21,Xcel Energy Inc,XEL:NASDAQ,$57.97 ,$57.91 - $58.99,$55.11 - $74.59,31.97B USD,3.02B,xcelenergy.com,288.00M,-,-
XYL,Xylem Inc.,16,3.6,7.4,5.1,1,A-,42,Xylem Inc,XYL:NYSE,$95.55 ,$95.06 - $96.22,$84.16 - $141.66,23.01B USD,1.72B,xylem.com,92.00M,https://www.marketwatch.com/data-news/xylem-inc-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-cabd929c-b04c14966ca3,https://beststocks.com/symmetry-partners-llc-increases-stake-in-xylem-inc/
YUM,Yum! Brands,21,4.5,11.6,4.4,2,B,48,"Yum! Brands, Inc.",YUM:NYSE,$127.99 ,$127.84 - $131.97,$103.97 - $143.25,35.86B USD,1.69B,yum.com,418.00M,https://www.yardbarker.com/lifestyle/articles/ms_appeal_22_things_you_didnt_know_about_taco_bell_090723/s1__38290616,-
ZBRA,Zebra Technologies,0,0,0,0,0,B,27,Zebra Technologies Corp.,ZBRA:NASDAQ,$251.38 ,$249.38 - $256.18,$224.87 - $351.74,12.91B USD,1.21B,zebra.com,144.00M,https://www.marketwatch.com/data-news/zebra-technologies-corp-cl-a-stock-falls-friday-underperforms-market-6ac77235-782d2f41784e,https://beststocks.com/ameriprise-financial-reduces-holdings-in-zebra-tec/
ZBH,Zimmer Biomet,27,4.5,14.6,8.2,2,A-,52,Zimmer Biomet Holdings Inc,ZBH:NYSE,$121.31 ,$120.83 - $123.07,$102.60 - $149.25,25.35B USD,1.87B,zimmerbiomet.com,209.60M,https://www.marketwatch.com/data-news/zimmer-biomet-holdings-inc-stock-rises-thursday-still-underperforms-market-ce270155-8b35a15d6d06,https://www.investorsobserver.com/news/stock-update/zimmer-biomet-holdings-inc-zbh-stock-what-does-the-chart-say-thursday
ZION,Zions Bancorporation,0,0,0,0,0,-,0,Zions Bancorporation NA,ZION:NASDAQ,$36.92 ,$36.45 - $37.27,$18.26 - $58.89,5.47B USD,734.00M,zionsbancorporation.com,175.00M,https://www.msn.com/en-us/money/topstocks/zions-zion-stock-jumps-6-8-as-nii-rises-in-july-august/ar-AA1gENUX?ocid=finance-verthp-feeds,https://beststocks.com/basswood-capital-management-increases-position-in/
ZTS,Zoetis,18,1.4,8.1,8.9,1,C,34,Zoetis Inc,ZTS:NYSE,$180.25 ,$179.09 - $183.45,$124.15 - $194.99,82.97B USD,2.18B,zoetis.com,671.00M,-,-
