Ticker,Company,ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level,CDP Score,Sustainability Score,title,quote,current_price,day_range,year_range,market_cap,revenue,website,net_income,news1,news2
BF.B,Brown–Forman,0,0,0,0,0,B,27,Brown-Forman Corporation Class B,BF.B:NYSE,$63.73 ,$63.69 - $64.66,$60.90 - $74.76,30.94B USD,1.04B,brown-forman.com,231.00M,https://www.marketwatch.com/data-news/brown-forman-corp-cl-b-stock-rises-thursday-outperforms-market-3581f7c-7d88e800d7a7,https://www.investorsobserver.com/news/stock-update/is-brown-forman-corporation-class-a-bf-a-stock-about-to-get-hot-friday
BG,Bunge Limited,34,15.3,13.6,5.3,3,C,53,Bunge Ltd,BG:NYSE,$112.41 ,$111.94 - $115.00,$80.41 - $116.59,16.93B USD,15.05B,bunge.com,622.00M,-,-
CHRW,C.H. Robinson,20,5.2,9.3,5.6,1,C,35,CH Robinson Worldwide Inc,CHRW:NASDAQ,$90.54 ,$89.73 - $91.26,$85.23 - $108.05,10.54B USD,4.42B,chrobinson.com,97.32M,https://www.marketwatch.com/data-news/c-h-robinson-worldwide-inc-stock-outperforms-competitors-on-strong-trading-day-22764664-c615fc27aaed,https://www.investorsobserver.com/news/stock-update/should-you-buy-ch-robinson-worldwide-inc-chrw-stock-after-it-is-up-4-69-in-a-week
CDNS,Cadence Design Systems,12,1.4,6.1,4.7,0,B,31,Cadence Design Systems Inc,CDNS:NASDAQ,$234.08 ,$232.19 - $242.64,$138.76 - $248.16,63.83B USD,976.58M,cadence.com,221.12M,https://www.marketwatch.com/data-news/cadence-design-systems-inc-stock-falls-friday-underperforms-market-eb7d2857-56c250926b31,https://www.investorsobserver.com/news/stock-update/is-cadence-design-systems-inc-cdns-a-stock-to-watch-after-losing-1-39-this-week
CZR,Caesars Entertainment,0,0,0,0,0,A,33,Caesars Entertainment Inc,CZR:NASDAQ,$52.87 ,$52.34 - $54.16,$31.31 - $60.27,11.38B USD,2.88B,caesars.com,920.00M,https://ca.finance.yahoo.com/news/casino-giant-caesars-entertainment-reports-220759287.html,https://www.casino.org/news/hack-targeted-caesars-reward-database-says-company/
CPT,Camden Property Trust,16,4.5,4.1,7.3,1,D,28,Camden Property Trust,CPT:NYSE,$102.87 ,$102.53 - $103.77,$97.74 - $129.46,10.98B USD,386.65M,camdenliving.com,91.10M,https://www.marketbeat.com/instant-alerts/nyse-cpt-sec-filing-2023-09-17/,https://www.marketbeat.com/instant-alerts/nyse-cpt-dividend-announcement-2023-09-15/
CPB,Campbell Soup Company,24,10.9,8.1,4.5,2,B-,46,Campbell Soup Company,CPB:NYSE,$43.04 ,$43.00 - $43.75,$40.76 - $57.78,12.83B USD,2.07B,campbellsoupcompany.com,169.00M,https://www.marketwatch.com/data-news/campbell-soup-co-stock-outperforms-competitors-on-strong-trading-day-cba8c550-c7e0bbb1beb4,https://www.marketbeat.com/instant-alerts/nyse-cpb-analyst-earnings-estimates-2023-09-15/
COF,Capital One,23,0.1,13.3,9.2,4,B-,59,Capital One Financial Corp.,COF:NYSE,$104.46 ,$101.23 - $104.61,$83.93 - $123.09,39.85B USD,6.52B,capitalone.com,1.43B,https://www.marketwatch.com/data-news/capital-one-financial-corp-stock-outperforms-market-on-strong-trading-day-b5e9260f-bea533cd02d7,https://eyeoftheflyer.com/2023/09/14/capital-one-introduces-a-business-version-of-the-venture-x-card/
CAH,Cardinal Health,12,1.5,5.9,4.9,3,C,46,Cardinal Health Inc,CAH:NYSE,$87.75 ,$87.20 - $87.81,$64.99 - $95.45,22.00B USD,53.45B,cardinalhealth.com,-64.00M,https://www.nasdaq.com/articles/cardinal-cah-down-2.7-since-last-earnings-report:-can-it-rebound,https://www.marketscreener.com/quote/stock/CARDINAL-HEALTH-INC-11969/news/Cardinal-Health-Seeks-M-A-44826190/
KMX,CarMax,12,0.1,8,4,2,-,17,"CarMax, Inc",KMX:NYSE,$83.24 ,$82.41 - $84.56,$52.10 - $87.50,13.17B USD,8.09B,carmax.com,228.30M,https://www.marketwatch.com/story/carvana-carmax-stocks-rise-ahead-of-autoworkers-contract-expiration-a39f3f4,https://www.investorsobserver.com/news/stock-update/how-will-the-market-react-to-carmax-inc-kmx-stock-getting-a-bullish-rating
CCL,Carnival,24,10,9.9,3.8,3,B-,53,Carnival Corp,CCL:NYSE,$15.19 ,$15.11 - $15.62,$6.11 - $19.55,19.00B USD,4.91B,carnivalcorp.com,-407.00M,https://finance.yahoo.com/news/carnival-corporation-plc-hold-conference-131500909.html,https://www.tipranks.com/news/a-new-love-boat-for-cruise-line-stocks-as-analysts-weigh-in
CARR,Carrier Global,0,0,0,0,0,-,0,Carrier Global Corp,CARR:NYSE,$54.46 ,$53.88 - $54.76,$33.10 - $60.04,45.62B USD,5.99B,corporate.carrier.com,199.00M,https://www.marketwatch.com/data-news/carrier-global-corp-stock-falls-thursday-underperforms-market-3e2cd28e-0907b455fabd,https://www.investorsobserver.com/news/stock-update/carrier-global-corp-carr-stock-decreases-7-45-this-week-should-you-buy
CTLT,Catalent,0,0,0,0,0,C,22,Catalent Inc,CTLT:NYSE,$49.16 ,$49.10 - $50.32,$31.45 - $90.81,8.86B USD,1.07B,catalent.com,-86.00M,https://www.investorsobserver.com/news/stock-update/should-you-accumulate-catalent-inc-ctlt-stock-friday,https://www.reuters.com/business/healthcare-pharmaceuticals/catalent-nears-settlement-with-elliott-board-seats-sources-2023-08-28/
CAT,Caterpillar Inc.,34,7.2,18.5,8.5,4,-,38,Caterpillar Inc.,CAT:NYSE,$279.15 ,$277.33 - $281.87,$160.60 - $293.88,142.41B USD,17.32B,caterpillar.com,2.92B,https://www.investors.com/news/caterpillar-stock-doordash-zscaler-chubb-three-others-enter-ibd-watchlists/,https://www.marketwatch.com/data-news/caterpillar-dow-share-gains-contribute-to-dow-s-125-point-jump-c7bcaca2-bdabad888767
CBOE,Cboe Global Markets,21,2.7,7.6,10.6,1,-,13,-,-,NaN,-,-,NaN,NaN,-,NaN,-,-
CBRE,CBRE Group,7,1.3,2.4,3.2,1,B,36,CBRE Group Inc,CBRE:NYSE,$78.42 ,$78.12 - $79.66,$66.31 - $89.58,24.30B USD,7.72B,cbre.com,201.40M,https://www.marketwatch.com/data-news/cbre-group-inc-cl-a-stock-rises-thursday-outperforms-market-e6251875-4d6613cb4e49,https://beststocks.com/analysts-provide-insights-on-cbre-group-stock/
CDW,CDW,9,2.4,3.3,3.5,0,C,25,CDW common stock,CDW:NASDAQ,$207.00 ,$206.13 - $210.02,$147.91 - $215.70,27.75B USD,5.63B,cdw.com,262.60M,https://www.marketbeat.com/instant-alerts/nasdaq-cdw-sec-filing-2023-09-17/,https://www.marketbeat.com/instant-alerts/nasdaq-cdw-sec-filing-2023-09-15/
CE,Celanese,29,15.1,7.7,6.5,2,B,50,Celanese Corporation,CE:NYSE,$128.24 ,$127.84 - $130.52,$86.71 - $130.52,13.96B USD,2.80B,celanese.com,220.00M,https://www.marketwatch.com/data-news/celanese-corp-stock-falls-friday-still-outperforms-market-c04ba3ea-2eef7ed85fec,https://www.benzinga.com/pressreleases/23/09/34603626/cellulose-acetate-market-size-share-industry-report-analysis-2023-2030-industry-key-players-celanes
COR,Cencora,0,0,0,0,0,B,27,Cencora Inc,COR:NYSE,$178.29 ,$175.65 - $178.94,$171.65 - $180.65,7.88B USD,66.95B,amerisourcebergen.com,479.58M,https://www.zacks.com/stock/news/2149413/heres-why-you-should-retain-cencora-cor-stock-for-now,-
CNC,Centene Corporation,21,0.1,13.3,7.2,2,C,42,Centene Corp,CNC:NYSE,$67.81 ,$67.54 - $68.43,$60.83 - $87.84,36.72B USD,35.26B,centene.com,1.06B,https://www.marketwatch.com/data-news/centene-corp-stock-rises-friday-outperforms-market-88b1938a-660814d09087,https://www.investorsobserver.com/news/stock-update/what-do-the-fundamentals-predict-for-centene-corp-cnc-stock-9
CNP,CenterPoint Energy,26,10.6,9.6,5.4,2,-,22,CenterPoint Energy Inc,CNP:NYSE,$29.08 ,$28.85 - $29.27,$25.03 - $33.50,18.35B USD,1.88B,centerpointenergy.com,118.00M,https://www.marketwatch.com/data-news/centerpoint-energy-inc-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-e565baab-37679e8359cc,https://finance.yahoo.com/news/centerpoint-energy-cnp-top-ranked-135007996.html
CDAY,Ceridian,0,0,0,0,0,-,0,Ceridian HCM Holding Inc,CDAY:NYSE,$73.14 ,$72.97 - $74.01,$51.52 - $79.66,11.38B USD,365.90M,ceridian.com,3.10M,https://www.gurufocus.com/news/2086209/insider-sell-stephen-holdridge-sells-1000-shares-of-ceridian-hcm-holding-inc-cday,-
CF,CF Industries,30,16.8,7.7,5.5,1,-,16,"CF Industries Holdings, Inc.",CF:NYSE,$82.10 ,$81.77 - $84.20,$60.08 - $112.44,15.84B USD,1.78B,cfindustries.com,527.00M,https://www.marketwatch.com/data-news/cf-industries-holdings-inc-stock-rises-thursday-outperforms-market-a631f905-622718d79d45,https://www.theadvocate.com/baton_rouge/news/business/cf-industries-planning-another-ammonia-plant-in-ascension/article_cccb636e-5307-11ee-aa7f-23a7a378236e.html
CRL,Charles River Laboratories,0,0,0,0,0,A-,30,Charles River Laboratories Intl. Inc,CRL:NYSE,$207.88 ,$205.72 - $212.60,$181.22 - $262.00,10.66B USD,1.06B,criver.com,97.02M,-,-
SCHW,Charles Schwab Corporation,24,2.1,10.1,11.8,2,C,43,Charles Schwab Corporation Common Stock,SCHW:NYSE,$58.22 ,$56.82 - $58.62,$45.00 - $86.63,106.03B USD,4.66B,schwab.com,1.29B,https://www.investopedia.com/charles-schwab-shares-drop-as-core-net-new-assets-fall-after-losing-td-ameritrade-clients-7970554,https://www.wsj.com/livecoverage/stock-market-today-dow-jones-09-15-2023/card/schwab-stock-falls-after-client-assets-fall-in-august-kxLlRp4ZKVrBL4JbzP7V
CHTR,Charter Communications,27,5.6,13.1,7.9,2,-,22,Charter Communications Inc,CHTR:NASDAQ,$447.95 ,$445.31 - $452.42,$297.66 - $452.42,67.05B USD,13.66B,corporate.charter.com,1.22B,https://finance.yahoo.com/news/charter-cfo-says-disney-deal-154528553.html,https://beststocks.com/proshare-advisors-llc-increases-stake-in-charter-c/
CVX,Chevron Corporation,38,18.6,8.7,10.3,3,-,32,Chevron Corporation,CVX:NYSE,$166.50 ,$165.88 - $168.37,$140.46 - $189.68,317.61B USD,47.67B,chevron.com,6.01B,https://www.fool.com/investing/2023/09/16/2-dividend-stocks-investing-in-hydrogen/,https://www.investorsobserver.com/news/crypto-update/is-convex-finance-cvx-worth-the-risk-saturday
CMG,Chipotle Mexican Grill,24,5.5,13.4,4.7,2,D,38,"Chipotle Mexican Grill, Inc.",CMG:NYSE,"$1,912.50 ","$1,903.67 - $1,928.51","$1,344.05 - $2,175.01",52.76B USD,2.51B,chipotle.com,341.79M,https://www.marketwatch.com/data-news/chipotle-mexican-grill-inc-stock-outperforms-competitors-despite-losses-on-the-day-806076e8-95179e11992c,https://www.union-bulletin.com/news/local/business/business-notes-chipotle-mexican-grill-opens-doubletree-restaurant-and-bar-closes/article_cf52f3ae-5195-11ee-a3b9-9fe6be32aa9f.html
CB,Chubb Limited,24,1.7,11.6,10.6,2,B,49,Chubb Ltd,CB:NYSE,$212.20 ,$210.44 - $212.44,$173.78 - $231.37,87.16B USD,12.01B,chubb.com,1.79B,https://www.marketwatch.com/data-news/chubb-ltd-stock-rises-friday-outperforms-market-5b4aacf0-d5fedd8d5e10,https://beststocks.com/unum-group-unm-stock-declines-compared-to-com/
CHD,Church & Dwight,20,6.5,6.6,6.6,2,B,47,"Church & Dwight Co., Inc.",CHD:NYSE,$95.22 ,$95.06 - $96.54,$70.16 - $100.52,23.43B USD,1.45B,churchdwight.com,221.20M,https://simplywall.st/stocks/us/household/nyse-chd/church-dwight/news/return-trends-at-church-dwight-nysechd-arent-appealing,https://www.marketbeat.com/instant-alerts/nyse-chd-sec-filing-2023-09-17/
CI,Cigna,12,0,6,5.7,2,B,45,Cigna Group,CI:NYSE,$283.22 ,$282.11 - $287.32,$240.50 - $340.11,83.83B USD,48.61B,-,1.46B,https://www.marketwatch.com/data-news/cigna-group-stock-falls-friday-still-outperforms-market-85be0a0e-9390b6b2e11a,https://www.investorsobserver.com/news/stock-update/cigna-group-ci-stock-how-does-it-score-on-valuation-metrics-5
CINF,Cincinnati Financial,26,1.8,11,12.8,1,D,32,Cincinnati Financial Corporation,CINF:NASDAQ,$107.19 ,$106.65 - $107.82,$88.66 - $130.66,16.81B USD,2.60B,cinfin.com,534.00M,https://www.marketwatch.com/data-news/cincinnati-financial-corp-stock-outperforms-market-despite-losses-on-the-day-be5b4f92-57db7cf79a14,https://www.investorsobserver.com/news/stock-update/is-it-time-to-dump-cincinnati-financial-corporation-cinf-stock-after-it-has-risen-2-19-in-a-week
CTAS,Cintas,18,3.2,9.2,5.9,2,-,19,Cintas Corporation,CTAS:NASDAQ,$515.08 ,$514.67 - $524.76,$370.93 - $524.76,52.75B USD,2.28B,cintas.com,346.20M,https://www.marketwatch.com/data-news/cintas-corp-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-8e8c3378-497f8fd0f73b,https://www.investors.com/news/cintas-reaches-80-plus-relative-strength-rating-benchmark/
CSCO,Cisco,12,0,5.6,6.4,2,A,50,Cisco Systems Inc,CSCO:NASDAQ,$56.04 ,$55.54 - $56.39,$38.60 - $58.19,227.23B USD,15.20B,cisco.com,3.96B,https://www.fool.com/investing/2023/09/15/1-overlooked-tech-giant-getting-an-ai-boost-why-it/,https://www.businessroundtable.org/cisco-chair-and-ceo-chuck-robbins-named-chair-of-business-roundtable
C,Citigroup,27,1.8,13.1,11.8,4,A-,66,Citigroup Inc,C:NYSE,$42.71 ,$42.66 - $43.24,$40.01 - $53.23,82.25B USD,17.68B,citigroup.com,2.92B,https://www.cnbc.com/2023/09/14/5-things-to-know-before-the-stock-market-opens-thursday-september-14.html,https://www.foxbusiness.com/politics/citi-nyc-headquarters-blocked-climate-protesters-police-make-multiple-arrests
CFG,Citizens Financial Group,23,2,10.1,11.4,2,B,48,Citizens Financial Group Inc,CFG:NYSE,$27.96 ,$27.67 - $28.24,$23.37 - $44.82,13.21B USD,1.92B,citizensbank.com,478.00M,https://www.marketbeat.com/instant-alerts/nyse-cfg-analyst-earnings-estimates-2023-09-15/,https://www.investorsobserver.com/news/stock-update/do-analysts-expect-citizens-financial-group-inc-cfg-stock-to-rise-after-it-is-down-3-72-in-a-month
CLX,Clorox,21,6.3,9.2,5.6,2,A-,50,Clorox Co,CLX:NYSE,$146.20 ,$145.64 - $149.20,$124.58 - $178.21,18.10B USD,2.02B,thecloroxcompany.com,176.00M,https://www.marketwatch.com/data-news/clorox-co-stock-falls-friday-underperforms-market-9bd259a-565f1be64c39,https://beststocks.com/ep-wealth-advisors-llc-acquires-new-position-in-th/
CME,CME Group,15,2.1,6.2,6.2,1,-,11,CME Group Inc,CME:NASDAQ,$206.82 ,$206.43 - $208.57,$166.55 - $209.31,74.40B USD,1.36B,cmegroup.com,777.60M,https://www.marketwatch.com/data-news/cme-group-inc-cl-a-stock-rises-thursday-still-underperforms-market-160982d3-30de3a0cdc1b,https://www.investorsobserver.com/news/stock-update/is-cme-group-inc-cme-a-stock-to-watch-after-gaining-1-17-this-week
CMS,CMS Energy,21,9.8,5.8,5.7,2,B,48,CMS Energy Corporation,CMS:NYSE,$57.21 ,$56.91 - $57.61,$52.41 - $67.79,16.69B USD,1.56B,cmsenergy.com,198.00M,https://www.marketbeat.com/instant-alerts/nyse-cms-sec-filing-2023-09-15/,https://www.benzinga.com/news/23/09/34619286/cms-energy-insider-trades-send-a-signal
KO,Coca-Cola Company (The),23,7.9,9.7,4.9,3,A-,58,Coca-Cola Co,KO:NYSE,$57.94 ,$57.75 - $58.64,$54.02 - $64.99,250.55B USD,11.97B,coca-colacompany.com,2.55B,https://www.marketbeat.com/originals/name-a-better-trio-than-these-underrated-high-potential-stocks/,https://www.fool.com/investing/2023/09/15/better-stock-buy-coca-cola-vs-procter-gamble/
CTSH,Cognizant,14,1.1,7.6,5.6,2,D,34,Cognizant Technology Solutions Corp,CTSH:NASDAQ,$70.17 ,$69.88 - $70.93,$51.33 - $72.71,35.44B USD,4.89B,cognizant.com,463.00M,https://www.cnbctv18.com/business/companies/cognizant-rs-4800-cr-dividend-distribution-tax-fy17-share-buyback-tax-tribunal-17810531.htm,https://www.fiercepharma.com/sponsored/cognizant-and-merck-discuss-technologys-role-pharma-manufacturing
CL,Colgate-Palmolive,22,6.1,9.4,6.7,3,A,60,Colgate-Palmolive Company,CL:NYSE,$73.17 ,$72.92 - $73.79,$67.84 - $82.09,60.49B USD,4.82B,colgatepalmolive.com,502.00M,https://mintgenie.livemint.com/news/markets/colgate-palmolive-india-share-price-today-live-updates-colgate-palmolive-india-closed-today-at-span-class-webrupee-span-202035-up-171-from-yesterday-s-span-class-webrupee-span-19863-151693974271954,https://mintgenie.livemint.com/news/markets/colgate-palmolive-india-share-price-today-live-updates-colgate-palmolive-india-closed-today-at-span-class-webrupee-span-19863-up-234-from-yesterday-s-span-class-webrupee-span-194085-151693883512029
CMCSA,Comcast,25,4.6,12.1,8.1,2,B,49,Comcast Corporation,CMCSA:NASDAQ,$45.34 ,$45.19 - $46.15,$28.39 - $47.46,187.03B USD,30.51B,corporate.comcast.com,4.25B,https://www.marketwatch.com/data-news/comcast-corp-cl-a-stock-falls-friday-underperforms-market-5852570-ea616af6ac8f,https://www.investorsobserver.com/news/stock-update/is-comcast-corporation-cmcsa-stock-a-smart-value-thursday
CMA,Comerica,26,2.3,11,12.7,2,B,49,Comerica Incorporated,CMA:NYSE,$43.57 ,$42.62 - $43.57,$28.40 - $80.21,5.74B USD,891.00M,comerica.com,273.00M,https://beststocks.com/brandywine-global-investment-management-reduces-po/,-
CAG,Conagra Brands,32,11,15.9,4.9,2,B,51,Conagra Brands Inc,CAG:NYSE,$28.94 ,$28.89 - $29.33,$28.35 - $41.30,13.83B USD,2.97B,conagrabrands.com,37.50M,https://www.marketwatch.com/data-news/conagra-brands-inc-stock-rises-thursday-outperforms-market-b292ef9a-691f26395719,https://www.digitaljournal.com/pr/news/prwirecenter/grass-fed-beef-market-share-size-and-forecast-to-2030-conagra-brands-verde-farm-hormel-foods-118-pages-report
COP,ConocoPhillips,35,17.3,9.7,7.9,2,D,41,ConocoPhillips,COP:NYSE,$123.57 ,$123.19 - $125.99,$91.53 - $138.49,147.97B USD,12.76B,conocophillips.com,2.23B,https://beststocks.com/ameriprise-financial-inc-reduces-stake-in-conocop/,http://m.bartlesvilleradio.com/pages/news/393592023/conocophillips-ceo-continues-commitment-to-bartlesville
ED,Consolidated Edison,23,7.5,9.3,6.3,3,-,27,"Consolidated Edison, Inc.",ED:NYSE,$91.49 ,$91.40 - $93.08,$78.10 - $100.92,31.56B USD,2.94B,conedison.com,226.00M,https://beststocks.com/recent-developments-and-future-prospects-for-conso/,https://beststocks.com/consolidated-edisons-strong-financial-performance/
STZ,Constellation Brands,26,10.4,10,5.4,2,B,49,"Constellation Brands, Inc.",STZ:NYSE,$260.34 ,$259.57 - $262.28,$208.12 - $273.65,47.72B USD,2.51B,cbrands.com,135.90M,https://www.marketwatch.com/data-news/constellation-brands-inc-cl-a-stock-rises-thursday-outperforms-market-f218bcf7-c498c87402dd,https://beststocks.com/confidence-in-constellation-brands-future-perform/
CEG,Constellation Energy,0,0,0,0,0,-,0,Constellation Energy Corp,CEG:NASDAQ,$109.93 ,$109.80 - $112.68,$71.16 - $112.68,35.35B USD,5.45B,constellationenergy.com,833.00M,https://www.bloomberg.com/news/articles/2023-09-17/wall-street-is-coming-to-grips-with-how-wrong-it-s-been-in-2023,https://seekingalpha.com/article/4635509-xyld-the-s-and-p-500-is-begging-you-to-consider-covered-call-etfs-but-jepi-is-not-the-only-game-in-town
COO,CooperCompanies,20,2.7,10.8,6,2,C-,39,Cooper Companies Inc,COO:NYSE,$342.36 ,$339.62 - $344.63,$244.22 - $399.62,16.96B USD,930.20M,coopercos.com,85.30M,https://beststocks.com/putnam-investments-llc-increases-holdings-in-the-c/,https://www.investorsobserver.com/news/stock-update/does-cooper-companies-inc-coo-have-what-it-takes-to-be-in-your-portfolio-thursday
CPRT,Copart,18,1.6,11,5.4,1,-,12,"Copart, Inc.",CPRT:NASDAQ,$43.88 ,$42.69 - $45.20,$26.14 - $47.39,41.90B USD,1.02B,copart.com,350.43M,https://finance.yahoo.com/news/copart-reports-fourth-quarter-fiscal-201000715.html,https://www.nasdaq.com/articles/after-hours-earnings-report-for-september-14-2023-:-adbe-cprt-len-egan-hiti-dlng-rfil-ipw
GLW,Corning Inc.,19,7.3,5.2,6.9,2,B,47,Corning Incorporated,GLW:NYSE,$31.23 ,$31.12 - $31.53,$28.98 - $37.10,26.64B USD,3.24B,corning.com,281.00M,https://www.marketwatch.com/data-news/corning-inc-stock-outperforms-market-despite-losses-on-the-day-8b18ddeb-93c631c266df,https://beststocks.com/ameriprise-financial-inc-increases-holdings-in-co/
CTVA,Corteva,0,0,0,0,0,C,22,Corteva Inc,CTVA:NYSE,$52.55 ,$52.42 - $53.25,$48.68 - $68.43,37.30B USD,6.04B,corteva.com,714.00M,https://www.marketwatch.com/data-news/corteva-inc-stock-rises-thursday-outperforms-market-59a8b645-287397c8456a,https://www.investorsobserver.com/news/stock-update/where-will-corteva-inc-ctva-stock-go-next-after-it-is-up-6-70-in-a-week
CSGP,CoStar Group,27,5.4,13.1,8.4,1,-,15,CoStar Group Inc,CSGP:NASDAQ,$79.12 ,$78.34 - $80.85,$65.12 - $92.36,32.31B USD,605.91M,costargroup.com,100.52M,https://www.costar.com/article/924320537/canadas-future-electronics-sold-to-taiwanese-company-for-us38-billion,https://beststocks.com/putnam-investments-llc-reduces-stake-in-costar-gro/
COST,Costco,24,7.3,11.2,5.7,3,D,44,Costco Wholesale Corporation,COST:NASDAQ,$556.36 ,$555.54 - $565.51,$447.90 - $571.16,246.55B USD,53.65B,costco.com,1.30B,https://www.businessinsider.com/starlink-kits-sold-at-a-costco-store-in-japan-2023-8,https://www.fool.com/investing/2023/09/09/costco-stock-buy-sell-or-hold/
CTRA,Coterra,46,24.1,13.1,8.8,2,-,28,Coterra Energy Inc,CTRA:NYSE,$27.92 ,$27.90 - $28.55,$22.25 - $31.76,508.54M USD,1.15B,coterra.com,209.00M,https://www.marketwatch.com/data-news/coterra-energy-inc-stock-outperforms-market-on-strong-trading-day-4004395e-6d09af29fcfb,https://beststocks.com/increase-in-toroso-investments-llcs-stake-in-cote/
CCI,Crown Castle,13,5.2,2.9,5.1,0,D,21,Crown Castle Inc,CCI:NYSE,$98.41 ,$97.82 - $99.52,$95.73 - $164.23,42.68B USD,1.87B,crowncastle.com,455.00M,https://www.marketwatch.com/data-news/crown-castle-inc-stock-rises-thursday-outperforms-market-d18f0b8b-2b713e3ccac0,https://www.investorsobserver.com/news/stock-update/crown-castle-inc-cci-stock-falls-0-61-this-week-is-it-a-good-pick
CSX,CSX,20,7.4,9.2,3.4,3,B,54,CSX Corporation,CSX:NASDAQ,$30.85 ,$30.68 - $31.20,$25.80 - $34.38,61.90B USD,3.70B,csx.com,996.00M,https://beststocks.com/harvest-volatility-management-llc-reduces-stake-in-3/,-
CMI,Cummins,19,5.8,7.5,6.1,2,B,47,Cummins Inc.,CMI:NYSE,$235.37 ,$234.25 - $237.25,$200.40 - $265.28,33.34B USD,8.64B,cummins.com,720.00M,https://www.marketwatch.com/data-news/cummins-inc-stock-falls-friday-still-outperforms-market-4bfb2368-66b5e1e8af7d,https://beststocks.com/amf-tjanstepension-ab-reduces-stake-in-cummins-inc/
CVS,CVS Health,23,0,16.4,6.4,3,A-,58,CVS Health Corp,CVS:NYSE,$70.87 ,$69.92 - $71.28,$64.62 - $104.83,91.03B USD,88.65B,cvshealth.com,1.90B,https://www.cnbc.com/2023/09/02/cvs-health-is-among-the-most-oversold-stocks-in-the-sp-500-here-are-the-others.html,https://finance.yahoo.com/news/cvs-stock-tumbles-after-blue-shield-of-california-shake-up-analysts-call-selloff-nonsensical-174803514.html
DHI,D.R. Horton,22,9.4,6.7,5.7,2,-,20,DR Horton Inc,DHI:NYSE,$112.37 ,$110.42 - $113.32,$66.01 - $132.30,38.01B USD,9.73B,drhorton.com,1.34B,https://fortune.com/2023/08/15/housing-market-warren-buffett-loads-up-on-homebuilder-stocks-dr-horton-lennar-nvr/,https://www.marketbeat.com/instant-alerts/nyse-dhi-analyst-earnings-estimates-2023-09-15/
DHR,Danaher Corporation,12,1.4,5.2,5.2,2,C,39,Danaher Corporation,DHR:NYSE,$255.25 ,$251.89 - $260.07,$221.22 - $283.63,188.46B USD,7.16B,danaher.com,1.11B,https://www.cnbc.com/2023/09/08/heres-what-danahers-latest-spin-off-means-for-our-position-in-the-stock.html,https://www.barrons.com/articles/stocks-to-watch-this-week-kroger-intuit-danaher-d731169e
DRI,Darden Restaurants,28,8.4,15,4.6,2,-,22,"Darden Restaurants, Inc.",DRI:NYSE,$150.06 ,$149.85 - $151.16,$120.20 - $173.06,18.14B USD,2.77B,darden.com,315.10M,https://beststocks.com/darden-restaurants-receives-lowered-price-objectiv/,https://beststocks.com/darden-restaurants-anticipated-quarterly-earnings/
DVA,DaVita Inc.,23,0.1,14.1,8.4,2,B,48,Davita Inc,DVA:NYSE,$98.33 ,$97.04 - $100.27,$65.28 - $116.97,8.97B USD,3.00B,davita.com,178.69M,https://www.marketwatch.com/data-news/davita-inc-stock-underperforms-thursday-when-compared-to-competitors-68cacc0c-4c09eeb74e44,https://www.investorsobserver.com/news/stock-update/is-davita-inc-dva-stock-at-the-top-of-the-medical-care-facilities-industry-2
DE,John Deere,17,3.2,6.9,6.6,2,C,41,Deere & Company,DE:NYSE,$412.11 ,$408.98 - $414.87,$328.62 - $450.00,118.69B USD,15.80B,deere.com,2.98B,https://beststocks.com/hsbc-analysts-assign-buy-rating-to-deere-company/,https://beststocks.com/oliver-lagore-vanvalin-investment-group-increases/
DAL,Delta Air Lines,26,9.5,11.5,5.2,2,B,49,"Delta Air Lines, Inc.",DAL:NYSE,$39.90 ,$39.11 - $40.11,$27.20 - $49.81,25.67B USD,15.58B,delta.com,1.83B,https://www.reuters.com/business/aerospace-defense/delta-air-cuts-third-quarter-profit-forecast-rising-fuel-costs-2023-09-14/,https://finance.yahoo.com/video/arm-ipo-delta-air-lines-203635470.html
XRAY,Dentsply Sirona,16,2.2,6.9,6.7,1,B-,36,DENTSPLY SIRONA Inc,XRAY:NASDAQ,$35.54 ,$35.45 - $36.09,$26.48 - $43.24,7.52B USD,1.03B,dentsplysirona.com,86.00M,https://www.marketwatch.com/data-news/dentsply-sirona-inc-stock-outperforms-market-despite-losses-on-the-day-5dd2a419-2eafd707a5eb,-
DVN,Devon Energy,37,20.7,8.1,7.8,2,B,53,Devon Energy Corp,DVN:NYSE,$49.68 ,$49.47 - $50.52,$44.03 - $78.82,31.83B USD,3.36B,devonenergy.com,690.00M,https://www.nasdaq.com/articles/2-buy-rated-dividend-stocks-to-scoop-up-now,https://finance.yahoo.com/news/heres-why-devon-energy-nyse-140031818.html
DXCM,Dexcom,24,5.4,10.2,8.1,0,-,8,"DexCom, Inc.",DXCM:NASDAQ,$96.35 ,$95.86 - $102.33,$78.94 - $139.55,37.37B USD,871.30M,dexcom.com,115.90M,https://finance.yahoo.com/news/strength-seen-dexcom-dxcm-6-134300254.html,-
